"gisaid_epi_isl","strain","date_str","date","region","country","division","country_exposure","nextstrain_clade","pangolin_lineage","originating_lab","submitting_lab","authors","tree_pangolin_lineage","tree_label","travel_context","similarity_context","focal_sequence"
"EPI_ISL_560515","Switzerland/VD-ETHZ-280165/2020","2020-09-08",2020-09-08,"Europe","Switzerland","Vaud","Switzerland","20A.EU2","B.1.160","Viollier AG","Department of Biosystems Science and Engineering, ETH Zürich","Christian Beisel et al","B.1.160","EPI_ISL_560515|2020-09-08",FALSE,FALSE,TRUE
"EPI_ISL_560516","Switzerland/VD-ETHZ-280166/2020","2020-09-08",2020-09-08,"Europe","Switzerland","Vaud","Switzerland","20A.EU2","B.1.160","Viollier AG","Department of Biosystems Science and Engineering, ETH Zürich","Christian Beisel et al","B.1.160","EPI_ISL_560516|2020-09-08",FALSE,FALSE,TRUE
"EPI_ISL_560535","Switzerland/VS-ETHZ-280204/2020","2020-09-09",2020-09-09,"Europe","Switzerland","Valais","Switzerland","20A.EU2","B.1.160","Viollier AG","Department of Biosystems Science and Engineering, ETH Zürich","Christian Beisel et al","B.1.160","EPI_ISL_560535|2020-09-09",FALSE,FALSE,TRUE
"EPI_ISL_560543","Switzerland/ZH-ETHZ-280088/2020","2020-09-07",2020-09-07,"Europe","Switzerland","Zürich","Switzerland","20A.EU2","B.1.160","Viollier AG","Department of Biosystems Science and Engineering, ETH Zürich","Christian Beisel et al","B.1.160","EPI_ISL_560543|2020-09-07",FALSE,FALSE,TRUE
"EPI_ISL_566464","England/MILK-9C2DA0/2020","2020-09-10",2020-09-10,"Europe","United Kingdom","England","United Kingdom","20A.EU2","B.1.160","Lighthouse Lab in Milton Keynes","Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium","The Lighthouse Lab in Milton Keynes et al","B.1.160","EPI_ISL_566464|2020-09-10",FALSE,TRUE,FALSE
"EPI_ISL_569050","France/PAC-IHU-1092/2020","2020-08-05",2020-08-05,"Europe","France","Provence-Alpes-Côte d'Azur","France","20A.EU2","B.1.160","MEPHI, Aix Marseille University","MEPHI, Aix Marseille University","Anthony LEVASSEUR et al","B.1.160","EPI_ISL_569050|2020-08-05",TRUE,FALSE,FALSE
"EPI_ISL_569130","France/PAC-IHU-1346/2020","2020-08-19",2020-08-19,"Europe","France","Provence-Alpes-Côte d'Azur","France","20A.EU2","B.1.160","MEPHI, Aix Marseille University","MEPHI, Aix Marseille University","Anthony LEVASSEUR et al","B.1.160","EPI_ISL_569130|2020-08-19",TRUE,FALSE,FALSE
"EPI_ISL_569191","France/PAC-IHU-1529/2020","2020-08-13",2020-08-13,"Europe","France","Provence-Alpes-Côte d'Azur","France","20A.EU2","B.1.160","MEPHI, Aix Marseille University","MEPHI, Aix Marseille University","Anthony LEVASSEUR et al","B.1.160","EPI_ISL_569191|2020-08-13",TRUE,FALSE,FALSE
"EPI_ISL_569195","France/PAC-IHU-1552/2020","2020-08-14",2020-08-14,"Europe","France","Provence-Alpes-Côte d'Azur","France","20A.EU2","B.1.160","MEPHI, Aix Marseille University","MEPHI, Aix Marseille University","Anthony LEVASSEUR et al","B.1.160","EPI_ISL_569195|2020-08-14",TRUE,FALSE,FALSE
"EPI_ISL_569238","France/PAC-IHU-1629/2020","2020-09-11",2020-09-11,"Europe","France","Provence-Alpes-Côte d'Azur","France","20A.EU2","B.1.160","MEPHI, Aix Marseille University","MEPHI, Aix Marseille University","Anthony LEVASSEUR et al","B.1.160","EPI_ISL_569238|2020-09-11",TRUE,FALSE,FALSE
"EPI_ISL_573837","Scotland/QEUH-9BAD7E/2020","2020-09-09",2020-09-09,"Europe","United Kingdom","Scotland","United Kingdom","20A.EU2","B.1.160","Oxford Viromics, NDM, University of Oxford; Oxford University Hospitals; Basingstoke and North Hampshire Hospital","COVID-19 Genomics UK (COG-UK) Consortium","Tanya Golubchik et al","B.1.160","EPI_ISL_573837|2020-09-09",FALSE,TRUE,FALSE
"EPI_ISL_581989","Switzerland/BS-42413789/2020","2020-08-27",2020-08-27,"Europe","Switzerland","Basel-Stadt","Switzerland","20A.EU2","B.1.160","University Hospital Basel, Clinical Virology","University Hospital Basel, Clinical Bacteriology","Madlen Stange et al","B.1.160","EPI_ISL_581989|2020-08-27",FALSE,FALSE,TRUE
"EPI_ISL_584925","England/QEUH-A026E4/2020","2020-09-29",2020-09-29,"Europe","United Kingdom","England","United Kingdom","20A.EU2","B.1.160","Quadram Institute Bioscience","COVID-19 Genomics UK (COG-UK) Consortium","Dave J. Baker et al","B.1.160","EPI_ISL_584925|2020-09-29",FALSE,TRUE,FALSE
"EPI_ISL_590173","Wales/CAMC-9B1AAD/2020","2020-09-04",2020-09-04,"Europe","United Kingdom","Wales","United Kingdom","20A.EU2","B.1.160","Lighthouse Lab in Cambridge","Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium","Rob Howes et al","B.1.160","EPI_ISL_590173|2020-09-04",FALSE,TRUE,FALSE
"EPI_ISL_594628","England/CAMC-9EC906/2020","2020-09-23",2020-09-23,"Europe","United Kingdom","England","United Kingdom","20A.EU2","B.1.160","Oxford Viromics, NDM, University of Oxford; Oxford University Hospitals; Basingstoke and North Hampshire Hospital","COVID-19 Genomics UK (COG-UK) Consortium","Tanya Golubchik et al","B.1.160","EPI_ISL_594628|2020-09-23",FALSE,TRUE,FALSE
"EPI_ISL_603313","Switzerland/BE-ETHZ-300281/2020","2020-10-01",2020-10-01,"Europe","Switzerland","Bern","Switzerland","20A.EU2","B.1.160","Viollier AG","Department of Biosystems Science and Engineering, ETH Zürich","Christian Beisel et al","B.1.160","EPI_ISL_603313|2020-10-01",FALSE,FALSE,TRUE
"EPI_ISL_603324","Switzerland/GE-ETHZ-300292/2020","2020-10-01",2020-10-01,"Europe","Switzerland","Geneva","Switzerland","20A.EU2","B.1.160","Viollier AG","Department of Biosystems Science and Engineering, ETH Zürich","Christian Beisel et al","B.1.160","EPI_ISL_603324|2020-10-01",FALSE,FALSE,TRUE
"EPI_ISL_603330","Switzerland/VD-ETHZ-300298/2020","2020-09-25",2020-09-25,"Europe","Switzerland","Vaud","Switzerland","20A.EU2","B.1.160","Viollier AG","Department of Biosystems Science and Engineering, ETH Zürich","Christian Beisel et al","B.1.160","EPI_ISL_603330|2020-09-25",FALSE,FALSE,TRUE
"EPI_ISL_603335","Switzerland/VD-ETHZ-300303/2020","2020-09-25",2020-09-25,"Europe","Switzerland","Vaud","Switzerland","20A.EU2","B.1.160","Viollier AG","Department of Biosystems Science and Engineering, ETH Zürich","Christian Beisel et al","B.1.160","EPI_ISL_603335|2020-09-25",FALSE,FALSE,TRUE
"EPI_ISL_603337","Switzerland/VD-ETHZ-300305/2020","2020-09-25",2020-09-25,"Europe","Switzerland","Vaud","Switzerland","20A.EU2","B.1.160","Viollier AG","Department of Biosystems Science and Engineering, ETH Zürich","Christian Beisel et al","B.1.160","EPI_ISL_603337|2020-09-25",FALSE,FALSE,TRUE
"EPI_ISL_603339","Switzerland/BE-ETHZ-300307/2020","2020-09-25",2020-09-25,"Europe","Switzerland","Bern","Switzerland","20A.EU2","B.1.160","Viollier AG","Department of Biosystems Science and Engineering, ETH Zürich","Christian Beisel et al","B.1.160","EPI_ISL_603339|2020-09-25",FALSE,FALSE,TRUE
"EPI_ISL_603346","Switzerland/GE-ETHZ-300314/2020","2020-09-25",2020-09-25,"Europe","Switzerland","Geneva","Switzerland","20A.EU2","B.1.160","Viollier AG","Department of Biosystems Science and Engineering, ETH Zürich","Christian Beisel et al","B.1.160","EPI_ISL_603346|2020-09-25",FALSE,FALSE,TRUE
"EPI_ISL_603350","Switzerland/VD-ETHZ-300318/2020","2020-09-25",2020-09-25,"Europe","Switzerland","Vaud","Switzerland","20A.EU2","B.1.160","Viollier AG","Department of Biosystems Science and Engineering, ETH Zürich","Christian Beisel et al","B.1.160","EPI_ISL_603350|2020-09-25",FALSE,FALSE,TRUE
"EPI_ISL_603351","Switzerland/VD-ETHZ-300319/2020","2020-09-25",2020-09-25,"Europe","Switzerland","Vaud","Switzerland","20A.EU2","B.1.160","Viollier AG","Department of Biosystems Science and Engineering, ETH Zürich","Christian Beisel et al","B.1.160","EPI_ISL_603351|2020-09-25",FALSE,FALSE,TRUE
"EPI_ISL_603380","Switzerland/VD-ETHZ-300421/2020","2020-09-29",2020-09-29,"Europe","Switzerland","Vaud","Switzerland","20A.EU2","B.1.160","Viollier AG","Department of Biosystems Science and Engineering, ETH Zürich","Christian Beisel et al","B.1.160","EPI_ISL_603380|2020-09-29",FALSE,FALSE,TRUE
"EPI_ISL_603383","Switzerland/VD-ETHZ-300428/2020","2020-09-29",2020-09-29,"Europe","Switzerland","Vaud","Switzerland","20A.EU2","B.1.160","Viollier AG","Department of Biosystems Science and Engineering, ETH Zürich","Christian Beisel et al","B.1.160","EPI_ISL_603383|2020-09-29",FALSE,FALSE,TRUE
"EPI_ISL_603417","Switzerland/VD-ETHZ-300470/2020","2020-09-30",2020-09-30,"Europe","Switzerland","Vaud","Switzerland","20A.EU2","B.1.160","Viollier AG","Department of Biosystems Science and Engineering, ETH Zürich","Christian Beisel et al","B.1.160","EPI_ISL_603417|2020-09-30",FALSE,FALSE,TRUE
"EPI_ISL_613551","France/BRE-BR9062/2020","2020-09-02",2020-09-02,"Europe","France","Bretagne","France","20A.EU2","B.1.160","CHRU Pontchaillou - Laboratoire de Virologie 2, rue Henri Le Guilloux","National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris","Marion Barbet et al","B.1.160","EPI_ISL_613551|2020-09-02",TRUE,FALSE,FALSE
"EPI_ISL_615476","Denmark/DCGC-3698/2020","2020-08-31",2020-08-31,"Europe","Denmark","Hovedstaden","Denmark","20A.EU2","B.1.160","Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Denmark","Albertsen lab, Department of Chemistry and Bioscience, Aalborg University, Denmark","Danish Covid-19 Genome Consortia et al","B.1.160","EPI_ISL_615476|2020-08-31",FALSE,TRUE,FALSE
"EPI_ISL_619953","Denmark/DCGC-5666/2020","2020-09-28",2020-09-28,"Europe","Denmark","Midtjylland","Denmark","20A.EU2","B.1.160","Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Denmark","Albertsen lab, Department of Chemistry and Bioscience, Aalborg University, Denmark","Danish Covid-19 Genome Consortia et al","B.1.160","EPI_ISL_619953|2020-09-28",FALSE,TRUE,FALSE
"EPI_ISL_620972","Denmark/DCGC-5785/2020","2020-09-28",2020-09-28,"Europe","Denmark","Sjaelland","Denmark","20A.EU2","B.1.160","Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Denmark","Albertsen lab, Department of Chemistry and Bioscience, Aalborg University, Denmark","Danish Covid-19 Genome Consortia et al","B.1.160","EPI_ISL_620972|2020-09-28",FALSE,TRUE,FALSE
"EPI_ISL_621291","Denmark/DCGC-4622/2020","2020-09-21",2020-09-21,"Europe","Denmark","Hovedstaden","Denmark","20A.EU2","B.1.160","Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Denmark","Albertsen lab, Department of Chemistry and Bioscience, Aalborg University, Denmark","Danish Covid-19 Genome Consortia et al","B.1.160","EPI_ISL_621291|2020-09-21",FALSE,TRUE,FALSE
"EPI_ISL_621754","Denmark/DCGC-5216/2020","2020-09-14",2020-09-14,"Europe","Denmark","Syddanmark","Denmark","20A.EU2","B.1.160","Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Denmark","Albertsen lab, Department of Chemistry and Bioscience, Aalborg University, Denmark","Danish Covid-19 Genome Consortia et al","B.1.160","EPI_ISL_621754|2020-09-14",FALSE,TRUE,FALSE
"EPI_ISL_621821","Denmark/DCGC-5039/2020","2020-09-21",2020-09-21,"Europe","Denmark","Hovedstaden","Denmark","20A.EU2","B.1.160","Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Denmark","Albertsen lab, Department of Chemistry and Bioscience, Aalborg University, Denmark","Danish Covid-19 Genome Consortia et al","B.1.160","EPI_ISL_621821|2020-09-21",FALSE,TRUE,FALSE
"EPI_ISL_622184","Denmark/DCGC-4745/2020","2020-09-21",2020-09-21,"Europe","Denmark","Syddanmark","Denmark","20A.EU2","B.1.160","Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Denmark","Albertsen lab, Department of Chemistry and Bioscience, Aalborg University, Denmark","Danish Covid-19 Genome Consortia et al","B.1.160","EPI_ISL_622184|2020-09-21",FALSE,TRUE,FALSE
"EPI_ISL_639980","France/ARA76733/2020","2020-09-22",2020-09-22,"Europe","France","Auvergne-Rhône-Alpes","France","20A.EU2","B.1.160","CNR Virus des Infections Respiratoires - France SUD","CNR Virus des Infections Respiratoires - France SUD","Antonin Bal et al","B.1.160","EPI_ISL_639980|2020-09-22",TRUE,FALSE,FALSE
"EPI_ISL_644436","France/PAC-MEPHI-1733/2020","2020-09-16",2020-09-16,"Europe","France","Provence-Alpes-Côte d'Azur","France","20A.EU2","B.1.160","MEPHI, Aix Marseille University","MEPHI, Aix Marseille University","Anthony LEVASSEUR et al","B.1.160","EPI_ISL_644436|2020-09-16",FALSE,TRUE,FALSE
"EPI_ISL_644439","France/PAC-MEPHI-1741/2020","2020-09-18",2020-09-18,"Europe","France","Provence-Alpes-Côte d'Azur","France","20A.EU2","B.1.160","MEPHI, Aix Marseille University","MEPHI, Aix Marseille University","Anthony LEVASSEUR et al","B.1.160","EPI_ISL_644439|2020-09-18",FALSE,TRUE,FALSE
"EPI_ISL_644509","France/PAC-MEPHI-2140/2020","2020-09-25",2020-09-25,"Europe","France","Provence-Alpes-Côte d'Azur","France","20A.EU2","B.1.160","MEPHI, Aix Marseille University","MEPHI, Aix Marseille University","Anthony LEVASSEUR et al","B.1.160","EPI_ISL_644509|2020-09-25",TRUE,TRUE,FALSE
"EPI_ISL_644512","France/PAC-MEPHI-2148/2020","2020-09-25",2020-09-25,"Europe","France","Provence-Alpes-Côte d'Azur","France","20A.EU2","B.1.160","MEPHI, Aix Marseille University","MEPHI, Aix Marseille University","Anthony LEVASSEUR et al","B.1.160","EPI_ISL_644512|2020-09-25",FALSE,TRUE,FALSE
"EPI_ISL_644522","France/PAC-MEPHI-2173/2020","2020-09-28",2020-09-28,"Europe","France","Provence-Alpes-Côte d'Azur","France","20A.EU2","B.1.160","MEPHI, Aix Marseille University","MEPHI, Aix Marseille University","Anthony LEVASSEUR et al","B.1.160","EPI_ISL_644522|2020-09-28",TRUE,FALSE,FALSE
"EPI_ISL_671942","France/OCC-95/2020","2020-09-08",2020-09-08,"Europe","France","Occitanie","France","20A.EU2","B.1.160","CHU Purpan - Laboratoire de Virologie - Institut Fédératif de Biologie","CHU Purpan - Laboratoire de Virologie - Institut Fédératif de Biologie","Latour J. et al","B.1.160","EPI_ISL_671942|2020-09-08",TRUE,FALSE,FALSE
"EPI_ISL_683381","France/ARA-64317/2020","2020-08-26",2020-08-26,"Europe","France","Auvergne-Rhône-Alpes","France","20A.EU2","B.1.160","CNR Virus des Infections Respiratoires - France SUD","CNR Virus des Infections Respiratoires - France SUD","Antonin Bal et al","B.1.160","EPI_ISL_683381|2020-08-26",TRUE,FALSE,FALSE
"EPI_ISL_683391","France/ARA-68043/2020","2020-09-05",2020-09-05,"Europe","France","Auvergne-Rhône-Alpes","France","20A.EU2","B.1.160","CNR Virus des Infections Respiratoires - France SUD","CNR Virus des Infections Respiratoires - France SUD","Antonin Bal et al","B.1.160","EPI_ISL_683391|2020-09-05",TRUE,FALSE,FALSE
"EPI_ISL_683393","France/ARA-68071/2020","2020-09-04",2020-09-04,"Europe","France","Auvergne-Rhône-Alpes","France","20A.EU2","B.1.160","CNR Virus des Infections Respiratoires - France SUD","CNR Virus des Infections Respiratoires - France SUD","Antonin Bal et al","B.1.160","EPI_ISL_683393|2020-09-04",TRUE,FALSE,FALSE
"EPI_ISL_693502","France/ARA-75858/2020","2020-09-21",2020-09-21,"Europe","France","Auvergne-Rhône-Alpes","France","20A.EU2","B.1.160","CNR Virus des Infections Respiratoires - France SUD","CNR Virus des Infections Respiratoires - France SUD","Antonin Bal et al","B.1.160","EPI_ISL_693502|2020-09-21",TRUE,FALSE,FALSE
"EPI_ISL_739947","Luxembourg/LNS1526369/2020","2020-09-16",2020-09-16,"Europe","Luxembourg","Luxembourg","Luxembourg","20A.EU2","B.1.160","Laboratoire national de santé, Microbiology, Virology","Laboratoire national de santé, Microbiology, Microbial Genomics Platform","Anke Wienecke-Baldacchino et al","B.1.160","EPI_ISL_739947|2020-09-16",TRUE,FALSE,FALSE
"EPI_ISL_740028","Luxembourg/LNS1956201/2020","2020-08-03",2020-08-03,"Europe","Luxembourg","Luxembourg","Luxembourg","20A.EU2","B.1.160","Laboratoire national de santé, Microbiology, Virology","Laboratoire national de santé, Microbiology, Microbial Genomics Platform","Anke Wienecke-Baldacchino et al","B.1.160","EPI_ISL_740028|2020-08-03",FALSE,TRUE,FALSE
"EPI_ISL_744139","Luxembourg/LNS4817879/2020","2020-09-18",2020-09-18,"Europe","Luxembourg","Luxembourg","Luxembourg","20A.EU2","B.1.160","Laboratoire national de santé, Microbiology, Virology","Laboratoire national de santé, Microbiology, Microbial Genomics Platform","Anke Wienecke-Baldacchino et al","B.1.160","EPI_ISL_744139|2020-09-18",FALSE,TRUE,FALSE
"EPI_ISL_753743","Germany/BE-ChVir-D1982-5039/2020","2020-09-25",2020-09-25,"Europe","Germany","Berlin","Germany","20A.EU2","B.1.160","Charité Universitätsmedizin Berlin, Institut für Virologie/Labor Berlin","Charité Universitätsmedizin Berlin, Institut für Virologie","Victor M Corman et al","B.1.160","EPI_ISL_753743|2020-09-25",FALSE,TRUE,FALSE
"EPI_ISL_830739","Switzerland/AG-42456598/2020","2020-09-25",2020-09-25,"Europe","Switzerland","Aargau","Switzerland","20A.EU2","B.1.160","University Hospital Basel, Clinical Virology","University Hospital Basel, Clinical Bacteriology","Tim Roloff et al","B.1.160","EPI_ISL_830739|2020-09-25",FALSE,FALSE,TRUE
"EPI_ISL_830765","Switzerland/BL-42460125/2020","2020-09-28",2020-09-28,"Europe","Switzerland","Basel-Land","Switzerland","20A.EU2","B.1.160","University Hospital Basel, Clinical Virology","University Hospital Basel, Clinical Bacteriology","Tim Roloff et al","B.1.160","EPI_ISL_830765|2020-09-28",FALSE,FALSE,TRUE
"EPI_ISL_830808","Switzerland/BS-42442867/2020","2020-09-16",2020-09-16,"Europe","Switzerland","Basel-Stadt","Switzerland","20A.EU2","B.1.160","University Hospital Basel, Clinical Virology","University Hospital Basel, Clinical Bacteriology","Tim Roloff et al","B.1.160","EPI_ISL_830808|2020-09-16",FALSE,FALSE,TRUE
"EPI_ISL_830813","Switzerland/BS-42448507/2020","2020-09-20",2020-09-20,"Europe","Switzerland","Basel-Stadt","Switzerland","20A.EU2","B.1.160","University Hospital Basel, Clinical Virology","University Hospital Basel, Clinical Bacteriology","Tim Roloff et al","B.1.160","EPI_ISL_830813|2020-09-20",FALSE,FALSE,TRUE
"EPI_ISL_830814","Switzerland/BS-42455100/2020","2020-09-24",2020-09-24,"Europe","Switzerland","Basel-Stadt","Switzerland","20A.EU2","B.1.160","University Hospital Basel, Clinical Virology","University Hospital Basel, Clinical Bacteriology","Tim Roloff et al","B.1.160","EPI_ISL_830814|2020-09-24",FALSE,FALSE,TRUE
"EPI_ISL_830819","Switzerland/BS-42461606/2020","2020-09-29",2020-09-29,"Europe","Switzerland","Basel-Stadt","Switzerland","20A.EU2","B.1.160","University Hospital Basel, Clinical Virology","University Hospital Basel, Clinical Bacteriology","Tim Roloff et al","B.1.160","EPI_ISL_830819|2020-09-29",FALSE,FALSE,TRUE
"EPI_ISL_830825","Switzerland/BS-42465457/2020","2020-10-01",2020-10-01,"Europe","Switzerland","Basel-Stadt","Switzerland","20A.EU2","B.1.160","University Hospital Basel, Clinical Virology","University Hospital Basel, Clinical Bacteriology","Tim Roloff et al","B.1.160","EPI_ISL_830825|2020-10-01",FALSE,FALSE,TRUE
"EPI_ISL_830986","Switzerland/BS-42427691/2020","2020-09-06",2020-09-06,"Europe","Switzerland","Basel-Stadt","Switzerland","20A.EU2","B.1.160","University Hospital Basel, Clinical Virology","University Hospital Basel, Clinical Bacteriology","Tim Roloff et al","B.1.160","EPI_ISL_830986|2020-09-06",FALSE,FALSE,TRUE
"EPI_ISL_830989","Switzerland/BS-42453149/2020","2020-09-23",2020-09-23,"Europe","Switzerland","Basel-Stadt","Switzerland","20A.EU2","B.1.160","University Hospital Basel, Clinical Virology","University Hospital Basel, Clinical Bacteriology","Tim Roloff et al","B.1.160","EPI_ISL_830989|2020-09-23",FALSE,FALSE,TRUE
